,,,,,,,,,,,,,,
90,92,95,96,1,1,1,1,1,1,1,1,1,1,1
99,90,92,93,1,0,1,1,1,1,0,1,1,1,1
91,92,93,92,1,1,0,1,1,1,1,0,1,1,1
90,91,95,94,1,1,1,0,1,1,1,1,0,1,1
99,98,94,96,1,1,1,1,0,1,1,1,1,0,1
80,81,83,84,1,1,1,1,1,1,1,1,1,1,2
81,82,89,88,1,0,1,1,1,1,0,1,1,1,2
85,82,84,88,1,1,0,1,1,1,1,0,1,1,2
89,82,89,86,1,1,1,0,1,1,1,1,0,1,2
84,83,84,81,1,1,1,0,1,1,1,1,1,1,2
88,83,81,80,1,1,1,1,0,1,0,1,1,1,1
86,85,80,81,1,0,1,1,1,1,1,1,1,1,2
81,84,86,89,1,1,0,1,1,1,1,1,0,1,1
81,82,88,86,1,1,1,1,0,1,1,1,1,0,2
82,82,83,85,1,1,1,0,1,1,1,1,1,1,1
80,87,85,85,1,1,1,1,1,1,1,1,1,1,1
85,88,82,81,1,0,1,1,1,1,0,1,1,1,1
80,81,87,85,1,1,0,1,1,1,1,0,1,1,1
82,81,80,84,1,1,1,0,1,1,1,1,0,1,1
83,84,85,86,1,1,1,1,0,1,1,1,1,0,1
72,74,75,77,1,1,1,0,0,1,0,0,0,1,2
75,78,78,79,1,0,0,1,1,1,1,1,1,0,2
78,76,71,70,1,1,0,0,1,1,0,0,1,1,1
70,73,78,76,0,0,1,1,1,0,1,0,1,0,2
79,70,76,77,1,0,0,0,1,0,1,1,1,0,2
70,72,75,78,1,0,1,1,0,1,0,0,1,1,2
77,76,75,74,1,0,0,1,1,1,0,0,0,1,2
70,76,79,74,0,1,0,1,0,1,1,1,1,0,2
74,76,73,71,0,1,1,1,0,1,0,1,1,0,2
70,75,76,78,1,0,0,1,1,1,0,0,1,1,1
70,75,77,76,1,0,0,0,1,1,1,0,0,1,2
70,72,75,78,1,1,1,1,0,0,0,1,1,1,2
79,73,73,72,1,0,1,1,0,1,1,0,0,1,2
70,71,74,72,1,0,0,1,1,0,0,1,1,1,2
73,73,74,77,1,1,0,0,1,1,0,0,0,1,1
70,71,77,79,0,0,1,1,1,1,0,1,1,0,2
74,73,77,70,1,0,0,0,1,1,0,0,1,1,2
77,73,72,74,1,0,1,1,0,0,1,0,1,0,2
75,77,78,77,1,0,0,1,1,0,1,1,1,0,2
78,76,77,79,0,1,0,1,0,1,0,0,1,1,1
77,72,73,71,0,1,1,1,0,1,0,0,0,1,2
70,72,77,71,1,0,0,1,1,1,1,1,1,0,2
71,74,76,70,1,0,0,0,1,0,1,1,1,0,2
77,71,77,72,1,1,1,1,0,1,0,0,1,1,2
77,74,77,74,1,0,0,1,1,1,0,0,0,1,2
71,70,73,77,0,1,0,1,0,1,1,1,1,0,1
77,78,70,74,0,1,1,1,0,1,0,0,1,1,2
73,72,74,75,1,0,0,1,1,0,1,0,1,0,2
72,77,72,73,1,0,0,0,1,0,1,1,1,0,2
78,78,77,72,1,1,1,1,0,1,0,0,1,1,2
77,71,73,76,1,0,1,1,0,1,0,0,0,1,2
71,73,72,77,1,0,0,1,1,1,1,1,1,0,2
79,70,75,75,1,1,0,0,1,1,0,1,1,0,2
80,70,75,73,0,0,1,1,1,1,0,0,1,1,1
77,74,73,72,1,1,0,0,1,1,1,0,0,1,2
75,78,79,72,0,0,1,1,1,0,0,1,1,1,2
77,73,79,71,1,0,0,0,1,1,0,1,1,0,2
79,73,74,77,1,0,1,1,0,1,0,0,1,1,1
72,74,79,77,1,0,0,1,1,1,1,0,0,1,2
78,73,71,70,0,1,0,1,0,0,0,1,1,1,2
72,74,76,78,0,1,1,1,0,1,1,0,0,1,2
70,73,76,79,1,0,0,1,1,0,0,1,1,1,2
72,76,71,79,1,0,0,0,1,1,0,0,0,1,2
72,74,79,76,1,1,1,1,0,1,0,1,1,0,2
73,74,77,70,0,1,1,1,0,1,0,0,1,1,2
76,72,73,73,1,0,0,1,1,0,1,0,1,0,2
73,77,73,77,1,0,0,0,1,0,1,1,1,0,2
70,78,79,71,1,1,1,1,0,1,0,0,1,1,1
73,75,72,70,1,0,1,1,0,1,0,0,0,1,2
70,72,77,79,1,0,0,1,1,1,1,1,1,0,2
70,76,12,74,1,1,0,0,1,1,1,0,0,1,2
74,23,73,71,0,0,1,1,1,0,0,1,1,1,2
12,75,76,78,1,1,0,0,1,1,0,1,1,0,2
70,75,20,76,0,0,1,1,1,1,0,0,1,1,2
70,43,15,78,0,0,0,1,1,1,1,0,0,1,2
79,73,13,72,1,1,0,0,0,0,0,1,1,1,2
13,71,74,72,0,1,1,0,0,1,1,0,0,1,2
73,73,14,77,0,1,0,0,1,0,0,1,1,1,2
70,20,77,79,1,1,0,0,0,1,0,0,0,1,2
74,73,77,27,0,0,0,0,1,1,0,1,1,0,2
75,28,78,77,0,0,0,0,0,1,0,0,1,1,2
78,76,29,79,0,1,1,0,0,0,1,0,1,0,2
3,72,73,71,0,1,0,0,1,0,1,1,1,0,2
70,72,12,71,1,1,0,0,0,1,0,0,1,1,2
71,74,76,19,1,0,0,1,1,1,1,1,1,1,2
16,71,77,72,1,1,1,0,0,1,0,1,1,1,2
77,74,77,14,1,1,0,0,1,1,1,0,1,1,2
71,70,17,77,0,0,1,1,1,1,1,1,0,1,2
18,78,70,74,0,0,0,1,1,1,1,1,1,0,2
73,72,20,75,1,1,0,0,0,0,1,1,1,0,2
72,77,72,27,0,1,1,0,0,1,0,0,0,1,2
78,28,77,72,0,1,0,0,1,1,0,1,1,0,2
22,71,73,76,1,1,0,0,0,1,1,0,0,1,2
71,73,20,77,0,1,1,0,0,0,1,1,0,0,2
77,74,11,72,0,0,0,0,1,1,0,1,1,1,2
75,14,79,72,0,0,0,0,0,1,0,0,1,0,2
77,73,13,71,0,1,1,0,0,0,1,0,1,1,2
79,73,19,77,0,1,0,0,1,0,1,1,1,0,2
72,20,79,77,1,1,0,0,0,1,0,0,1,0,2
79,21,75,75,1,0,0,1,1,1,1,1,1,1,2
